set,unit_id
train,75086
train,184677
train,176206
train,159289
train,77345
train,71331
train,103840
train,22313
train,154467
train,24090
train,180573
train,23914
train,70835
train,71874
train,98821
train,79885
train,154910
train,180525
train,174027
train,75751
train,112301
train,144126
train,159781
train,146331
train,176662
train,111826
train,71528
train,111159
train,146008
train,185049
train,179627
train,182263
train,101231
train,179477
train,81594
train,182681
train,176808
train,86690
train,71783
train,109822
train,22601
train,71717
train,174743
train,178025
train,184200
train,82070
train,176725
train,75914
train,146099
train,178088
train,145982
train,175251
train,24514
train,172801
train,176690
train,181143
train,22308
train,176763
train,125265
train,24907
train,82689
train,110940
train,72528
train,82474
train,174394
train,70708
train,123937
train,186146
train,173142
train,168446
train,111217
train,101050
train,175809
train,21263
train,100445
train,79598
train,78648
train,78772
train,81678
train,110816
train,23238
train,108898
train,185989
train,179417
train,100844
train,180517
train,154523
train,23938
train,178084
train,23033
train,76577
train,23829
train,22872
train,176532
train,87058
train,178704
train,80495
train,183683
train,99183
train,149472
train,180022
train,99515
train,78017
train,21728
train,154773
train,100093
train,73564
train,26529
train,154778
train,168771
train,124069
train,79970
train,174627
train,71613
train,112166
train,23288
train,78605
train,73548
train,25424
train,79418
train,110632
train,72850
train,25139
train,154703
train,178010
train,146232
train,82552
train,172933
train,154994
train,81338
train,76303
train,77130
train,179967
train,149637
train,71810
train,175618
train,82807
train,177220
train,185924
train,74262
train,178581
train,74890
train,184229
train,175082
train,167701
train,175023
train,77603
train,146204
train,110598
train,75311
train,183306
train,98476
train,174536
train,182148
train,183589
train,78099
train,71699
train,154714
train,70860
train,75175
train,139602
train,179754
train,139260
train,183048
train,146259
train,75677
train,185554
train,71332
train,23942
train,80839
train,184003
train,110050
train,24316
train,122350
train,184317
train,124494
train,177050
train,183482
train,78569
train,82885
train,181486
train,87281
train,143756
train,186475
train,155348
train,25859
train,26331
train,185949
train,70574
train,176487
train,22857
train,26385
train,73161
train,72853
train,101169
train,176594
train,122565
train,182243
train,103873
train,70954
train,177085
train,23877
train,75816
train,173972
train,155333
train,176506
train,122460
train,159329
train,181547
train,179279
train,79120
train,169083
train,26176
train,178004
train,75375
train,77897
train,77540
train,180655
train,75239
train,81475
train,24491
train,98314
train,179059
train,184438
train,125076
train,21396
train,173196
train,71737
train,23596
train,78713
train,23644
train,86629
train,184385
train,177602
train,100255
train,76928
train,139242
train,24438
train,76921
train,176075
train,99346
train,80902
train,23078
train,74058
train,109493
train,185208
train,26078
train,72345
train,112168
train,21069
train,87342
train,123262
train,26129
train,109009
train,110029
train,183772
train,24131
train,139695
train,176011
train,185141
train,183432
train,108955
train,23477
train,182559
train,78358
train,184756
train,108807
train,76930
train,185894
train,185638
train,78618
train,98870
train,172992
train,22505
train,174561
train,26462
train,111757
train,26637
train,23962
train,168682
train,139435
train,108834
train,79069
train,183197
train,173771
train,158965
train,186555
train,122367
train,168697
train,123584
train,167547
train,74822
train,76950
train,98215
train,100534
train,80264
train,20970
train,184105
train,72730
train,123930
train,81022
train,168365
train,22382
train,172798
train,81831
train,112121
train,109382
train,78745
train,175802
train,74242
train,182623
train,154352
train,184776
train,125253
train,70672
train,24622
train,100920
train,110679
train,123506
train,25713
train,26040
train,183015
train,100049
train,22090
train,182360
train,172932
train,111162
train,124880
train,73163
train,172846
train,70308
train,185801
train,109320
train,74148
train,185488
train,177348
train,71674
train,98371
train,181362
train,146103
train,179197
train,100474
train,77674
train,77588
train,108960
train,112345
train,71001
train,181418
train,144052
train,177723
train,124742
train,73182
train,22824
train,177942
train,71767
train,101163
train,109137
train,159732
train,179520
train,175731
train,25396
train,159802
train,26757
train,124682
train,81200
train,184153
train,182027
train,71541
train,154327
train,154619
train,99869
train,99144
train,75499
train,173302
train,168632
train,23149
train,182440
train,175734
train,173740
train,159523
train,26322
train,98950
train,181513
train,176563
train,173876
train,109593
train,146293
train,79264
train,78127
train,71623
train,75153
train,173924
train,78581
train,78173
train,22849
train,180564
train,154848
train,25323
train,112433
train,125467
train,122554
train,73522
train,181424
train,76493
train,76713
train,123509
train,124963
train,123751
train,22640
train,70422
train,155142
train,174385
train,22076
train,186575
train,125496
train,21296
train,175219
train,74598
train,123807
train,177869
train,181606
train,183570
train,143737
train,100770
train,86976
train,70716
train,182751
train,80410
train,111166
train,181229
train,103652
train,98405
train,79576
train,173514
train,73195
train,100792
train,23265
train,111692
train,158926
train,181992
train,103642
train,24868
train,86750
train,75652
train,123920
train,179980
train,184620
train,154520
train,100247
train,72586
train,100107
train,173963
train,182918
train,159594
train,182521
train,122596
train,26696
train,71086
train,110131
train,174045
train,155084
train,100637
train,185067
train,80397
train,177585
train,76398
train,79632
train,23448
train,100177
train,73534
train,154777
train,101237
train,139584
train,74158
train,75919
train,111723
train,76863
train,174041
train,70942
train,104096
train,109728
train,122795
train,178620
train,180177
train,168099
train,70715
train,177159
train,174840
train,77442
train,26545
train,176176
train,111829
train,71014
train,173572
train,79908
train,124401
train,139268
train,185672
train,98498
train,112093
train,74049
train,176824
train,76476
train,26099
train,184722
train,186542
train,75665
train,122567
train,77766
train,174367
train,111730
train,99203
train,182131
train,182814
train,72487
train,100259
train,146143
train,72797
train,23469
train,111206
train,177322
train,82789
train,182352
train,176222
train,174412
train,174584
train,182823
train,122434
train,186456
train,112276
train,169044
train,82363
train,74943
train,98777
train,77453
train,76431
train,112109
train,146037
train,154611
train,72686
train,123217
train,26722
train,155362
train,23796
train,177317
train,22169
train,98888
train,79760
train,22827
train,110808
train,111341
train,26294
train,176686
train,179293
train,178215
train,111708
train,180552
train,23322
train,72567
train,80714
train,23351
train,77451
train,75438
train,109581
train,111714
train,174791
train,78724
train,173594
train,124162
train,173686
train,22754
train,23299
train,76947
train,24053
train,112296
train,177612
train,80632
train,82847
train,185597
train,168050
train,81295
train,22326
train,179770
train,79382
train,177522
train,110764
train,22310
train,77175
train,183055
train,22963
train,87230
train,154494
train,99594
train,172672
train,173848
train,99471
train,23403
train,109503
train,100820
train,174772
train,168998
train,175994
train,110509
train,145986
train,149833
train,81255
train,173506
train,79752
train,124448
train,175575
train,179593
train,174342
train,184653
train,175883
train,77807
train,23759
train,26609
train,184728
train,23157
train,25148
train,174405
train,186267
train,99724
train,178979
train,182853
train,23445
train,103731
train,177656
train,154734
train,101080
train,177158
train,144106
train,179507
train,99275
train,186084
train,179443
train,182626
train,167606
train,109653
train,73007
train,186187
train,21281
train,124867
train,149640
train,22522
train,139465
train,103961
train,178564
train,185772
train,176863
train,173871
train,82186
train,99841
train,168027
train,167656
train,178262
train,180208
train,72597
train,75389
train,181586
train,82143
train,172818
train,24087
train,169031
train,24836
train,183643
train,77748
train,78461
train,112003
train,78786
train,178749
train,99167
train,22957
train,169043
train,122786
train,109603
train,175753
train,72194
train,109126
train,74577
train,23184
train,72801
train,110396
train,70378
train,80690
train,185663
train,159178
train,182391
train,80788
train,104024
train,74327
train,186461
train,25380
train,98228
train,174790
train,139493
train,168117
train,124362
train,182951
train,176986
train,159174
train,179274
train,183599
train,109635
train,80424
train,99264
train,125140
train,79316
train,24349
train,22303
train,176770
train,100078
train,185371
train,71881
train,100398
train,22462
train,100701
train,174391
train,79023
train,23635
train,23507
train,24472
train,167923
train,71691
train,74330
train,183409
train,21880
train,123546
train,79955
train,185039
train,181052
train,111837
train,144222
train,71718
train,184163
train,99268
train,86830
train,73831
train,182732
train,109202
train,176071
train,21715
train,122787
train,25209
train,180824
train,72268
train,173139
train,80251
train,23918
train,109908
train,100381
train,125196
train,110341
train,82764
train,176399
train,179608
train,178425
train,180263
train,173711
train,109177
train,179109
train,181539
train,177216
train,26303
train,154397
train,172762
train,168160
train,100005
train,125209
train,25937
train,81914
train,179432
train,77011
train,24590
train,76162
train,98815
train,74928
train,181921
train,186003
train,76390
train,78164
train,87489
train,177252
train,110936
train,21993
train,174946
train,173299
train,182103
train,99345
train,180164
train,184316
train,82791
train,77934
train,175316
train,169049
train,181109
train,174872
train,77792
train,110990
train,24526
train,125250
train,143834
train,73036
train,81447
train,81882
train,167857
train,110677
train,23347
train,98540
train,155337
train,111467
train,80800
train,23701
train,178147
train,168402
train,77369
train,180434
train,181741
train,77685
train,179566
train,125559
train,123408
train,23185
train,71558
train,149524
train,109727
train,168919
train,175247
train,111602
train,25095
train,180396
train,109702
train,123710
train,154363
train,173765
train,173216
train,186513
train,144178
train,109414
train,180554
train,175203
train,123484
train,178893
train,80757
train,76993
train,71276
train,177378
train,24960
train,159278
train,154933
train,179937
train,26514
train,111860
train,22743
train,25824
train,22971
train,184890
train,80546
train,109470
train,111812
train,179501
train,183106
train,172823
train,168333
train,177605
train,185226
train,149602
train,86860
train,21884
train,175160
train,108800
train,101010
train,21758
train,159108
train,23728
train,74695
train,122372
train,167711
train,87485
train,158972
train,159212
train,78875
train,74009
train,172927
train,159640
train,180458
train,173913
train,173633
train,123636
train,173859
train,108867
train,159410
train,100615
train,186380
train,76861
train,154547
train,111136
train,178614
train,21747
train,70696
train,182197
train,123285
train,73078
train,174938
train,71406
train,180555
train,159673
train,155062
train,24463
train,180843
train,181250
train,179756
train,186448
train,99924
train,75534
train,81358
train,186599
train,112397
train,174523
train,81042
train,172871
train,73737
train,172959
train,78497
train,111858
train,179177
train,109003
train,172683
train,179884
train,146041
train,100815
train,185133
train,86736
train,186220
train,168617
train,124624
train,122983
train,173516
train,175748
train,75011
train,110192
train,110256
train,73065
train,99324
train,20964
train,81835
train,122719
train,180991
train,23318
train,77139
train,71952
train,159772
train,167618
train,177359
train,76868
train,80778
train,168201
train,23771
train,184481
train,22358
train,109778
train,70363
train,182468
train,174158
train,76621
train,123468
train,168154
train,86884
train,111293
train,87512
train,110121
train,155297
train,144032
train,79981
train,98367
train,176349
train,100595
train,75353
train,180484
train,186037
train,139780
train,24199
train,81470
train,124317
train,77238
train,108880
train,86647
train,74340
train,110260
train,180500
train,179115
train,124491
train,168281
train,81361
train,179590
train,73292
train,71873
train,111857
train,159199
train,82041
train,74144
train,103890
train,78487
train,179251
train,185897
train,159739
train,72366
train,26341
train,72111
train,23379
train,144207
train,76219
train,182619
train,78375
train,21218
train,124385
train,186193
train,76268
train,75190
train,176492
train,80990
train,175799
train,73103
train,184595
train,180578
train,80477
train,108874
train,111935
train,87283
train,22690
train,185346
train,178243
train,122311
train,26606
train,80142
train,185132
train,122929
train,125290
train,123510
train,111395
train,77948
train,124155
train,125100
train,125309
train,100427
train,78542
train,155035
train,173825
train,86484
train,176961
train,183676
train,185996
train,101177
train,79368
train,143870
train,75834
train,168619
train,75830
train,70912
train,179522
train,177396
train,24896
train,73596
train,79780
train,125162
train,184606
train,111457
train,99054
train,183503
train,111762
train,86946
train,23053
train,174864
train,77928
train,21280
train,184024
train,81104
train,178099
train,149694
train,86928
train,180787
train,82099
train,26010
train,22815
train,77841
train,175433
train,174210
train,78872
train,74794
train,172812
train,179523
train,180673
train,79038
train,70841
train,111554
train,22077
train,154399
train,112220
train,81409
train,73055
train,25928
train,173678
train,71878
train,78181
train,25850
train,71884
train,173346
train,179548
train,174079
train,109853
train,149446
train,172990
train,112235
train,180903
train,175612
train,149828
train,80727
train,183182
train,75945
train,24123
train,101067
train,70880
train,177870
train,77178
train,77197
train,82266
train,21862
train,75590
train,25365
train,110971
train,81141
train,159642
train,73430
train,123240
train,71974
train,75016
train,109156
train,71971
train,158907
train,73537
train,149847
train,183089
train,110394
train,172880
train,21053
train,25372
train,139543
train,25386
train,74204
train,139707
train,78935
train,143477
train,143775
train,139500
train,80052
train,109601
train,174733
train,182757
train,75734
train,25487
train,24513
train,99698
train,25532
train,155363
train,172788
train,176396
train,77947
train,80308
train,76789
train,78534
train,79713
train,168471
train,79345
train,24602
train,149802
train,145991
train,182016
train,159321
train,82303
train,167793
train,70367
train,123335
train,154273
train,124964
train,103862
train,149631
train,86703
train,186255
train,26350
train,99101
train,21186
train,185070
train,177228
train,124863
train,168164
train,143484
train,87526
train,176528
train,72052
train,100469
