set,unit_id
train,8503
train,9679
train,26109
train,36695
train,41325
train,26387
train,41812
train,15133
train,8167
train,36407
train,947
train,25035
train,47794
train,2306
train,46241
train,46682
train,48427
train,26889
train,33553
train,5614
train,20518
train,45188
train,33126
train,25989
train,49273
train,19002
train,18875
train,116
train,47314
train,6684
train,44632
train,28194
train,3274
train,29104
train,28390
train,27974
train,28905
train,43975
train,10870
train,10282
train,28139
train,35992
train,13671
train,41077
train,18977
train,3268
train,43957
train,27846
train,18982
train,18261
train,11004
train,21405
train,18070
train,41511
train,42933
train,22017
train,29468
train,35734
train,42955
train,43953
train,28116
train,38368
train,28168
train,49643
train,14049
train,14657
train,39271
train,12021
train,24631
train,35862
train,16695
train,31392
train,1435
train,5080
train,268
train,20915
train,32639
train,43892
train,48196
train,25235
train,40412
train,43862
train,39328
train,13087
train,43825
train,26335
train,15395
train,24137
train,30680
train,15156
train,4241
train,30789
train,6919
train,41495
train,4618
train,46806
train,33335
train,22257
train,36623
train,26737
train,14055
train,47197
train,11299
train,412
train,33246
train,43829
train,38408
train,19801
train,271
train,41193
train,43113
train,18900
train,10157
train,26169
train,43870
train,14531
train,32085
train,36044
train,13438
train,26594
train,12640
train,6980
train,48716
train,26927
train,1937
train,16106
train,30132
train,29660
train,14439
train,39833
train,11017
train,44013
train,26343
train,38966
train,35550
train,31876
train,30640
train,26953
train,29378
train,10128
train,40969
train,24372
train,17344
train,25044
train,18628
train,25791
train,33081
train,36062
train,16114
train,33841
train,6654
train,24920
train,46033
train,40467
train,50251
train,50453
train,24356
train,46910
train,2156
train,45172
train,33513
train,17086
train,42726
train,44948
train,11076
train,5499
train,15721
train,44161
train,11361
train,25191
train,30863
train,37458
train,40855
train,4412
train,3298
train,19534
train,47768
train,14054
train,4873
train,41504
train,3857
train,27210
train,1008
train,40377
train,35549
train,17880
train,49751
train,50396
train,2305
train,13807
train,49373
train,23949
train,26331
train,9163
train,13148
train,25793
train,36518
train,14334
train,41905
train,28252
train,12807
train,42691
train,3909
train,32498
train,40630
train,44234
train,3004
train,5715
train,40077
train,22804
train,34678
train,42300
train,70
train,12312
train,19037
train,4680
train,10404
train,32351
train,13725
train,12891
train,4950
train,11826
train,35493
train,25971
train,33908
train,45783
train,29314
train,38654
train,34276
train,44945
train,49940
train,4253
train,31187
train,10418
train,12294
train,39256
train,36034
train,23808
train,7105
train,6999
train,33962
train,42926
train,8902
train,8852
train,5656
train,9489
train,25203
train,21502
train,43357
train,2917
train,50457
train,25043
train,13502
train,42021
train,24043
train,49322
train,49045
train,20867
train,20629
train,45278
train,42136
train,7818
train,5781
train,32878
train,15296
train,15567
train,19011
train,29703
train,34853
train,31289
train,48547
train,12489
train,27535
train,24972
train,29135
train,42176
train,2523
train,1069
train,26498
train,10992
train,34071
train,35311
train,7279
train,35446
train,21485
train,30917
train,5787
train,7688
train,20101
train,18234
train,48420
train,40860
train,36015
train,15161
train,26245
train,25270
train,24283
train,44923
train,42026
train,3099
train,5567
train,4746
train,29082
train,12321
train,39881
train,35902
train,4038
train,10748
train,21139
train,21906
train,17696
train,13200
train,35052
train,2048
train,4244
train,23034
train,48073
train,10444
train,24850
train,39495
train,1160
train,6333
train,44224
train,39501
train,32599
train,3061
train,22174
train,39483
train,50678
train,34323
train,25724
train,3010
train,42044
train,24452
train,12209
train,19294
train,23479
train,35472
train,45974
train,42396
train,33878
train,22388
train,49964
train,46794
train,44418
train,20971
train,6432
train,37802
train,32865
train,11145
train,47904
train,9596
train,5606
train,32335
train,50736
train,39010
train,35858
train,4942
train,24608
train,24868
train,47583
train,6544
train,41626
train,47682
train,24345
train,12910
train,47282
train,38444
train,615
train,20371
train,2402
train,27545
train,17895
train,31094
train,5836
train,41184
train,40439
train,49821
train,31807
train,30456
train,29088
train,20394
train,23885
train,3003
train,13040
train,13386
train,49600
train,35460
train,48512
train,16307
train,7061
train,39504
train,24547
train,21615
train,41340
train,1523
train,6366
train,11550
train,319
train,20411
train,34641
train,43896
train,16078
train,27523
train,34867
train,34549
train,14494
train,13472
train,24800
train,50737
train,35485
train,48097
train,6257
train,42166
train,30555
train,47322
train,40311
train,14136
train,31661
train,29509
train,11447
train,31748
train,47317
train,21543
train,46167
train,42935
train,14710
train,36005
train,6471
train,30894
train,30822
train,17148
train,28672
train,49935
train,41865
train,13388
train,35655
train,24812
train,24441
train,33327
train,50700
train,33063
train,1600
train,47642
train,32239
train,39148
train,8031
train,19301
train,15318
train,3769
train,47005
train,6504
train,37574
train,15850
train,15024
train,30980
train,28024
train,29795
train,25974
train,11739
train,46932
train,13063
train,34686
train,14040
train,1870
train,35232
train,50719
train,21478
train,21773
train,14984
train,12240
train,10683
train,26681
train,8277
train,33854
train,12186
train,30378
train,30110
train,31044
train,15355
train,28137
train,19975
train,11286
train,24118
train,30246
train,33350
train,733
train,26034
train,8371
train,31590
train,43322
train,33147
train,26641
train,35407
train,35681
train,22198
train,32507
train,50221
train,38351
train,6194
train,2505
train,17303
train,26432
train,41671
train,39299
train,12278
train,12813
train,20495
train,21010
train,17556
train,2063
train,49726
train,25389
train,13843
train,50235
train,6851
train,26557
train,28755
train,11424
train,31408
train,30302
train,13959
train,5736
train,34366
train,48736
train,24574
train,30726
train,3491
train,28353
train,10682
train,43168
train,30219
train,8911
train,28971
train,20453
train,2559
train,43949
train,2299
train,48958
train,42040
train,33114
train,29388
train,6954
train,17668
train,41605
train,26370
train,45762
train,16488
train,13428
train,22809
train,31258
train,4495
train,16436
train,33651
train,34522
train,48593
train,49100
train,30071
train,5611
train,40810
train,25688
train,1440
train,13178
train,21520
train,10614
train,21839
train,10710
train,41673
train,50314
train,14440
train,40341
train,21553
train,46026
train,4371
train,24740
train,11047
train,24232
train,34882
train,38087
train,16392
train,42794
train,41620
train,45773
train,20603
train,19160
train,24015
train,27746
train,6710
train,22729
train,13775
train,25139
train,21671
train,27201
train,36791
train,46728
train,5252
train,44714
train,12956
train,20200
train,18661
train,7444
train,14313
train,48375
train,43004
train,39587
train,45090
train,41472
train,45774
train,2253
train,7673
train,24585
train,7488
train,13609
train,42481
train,15059
train,44395
train,8109
train,29441
train,41727
train,15452
train,512
train,23969
train,14971
train,10773
train,32607
train,43987
train,9856
train,25358
train,42529
train,50814
train,12158
train,2106
train,28348
train,22408
train,45169
train,41962
train,31564
train,7326
train,6241
train,11732
train,11481
train,14151
train,6341
train,16141
train,23015
train,42633
train,1040
train,38856
train,12747
train,17279
train,4829
train,5259
train,4434
train,25509
train,32087
train,2570
train,6085
train,18796
train,33963
train,20274
train,46398
train,11471
train,18728
train,39854
train,2000
train,29401
train,19551
train,13076
train,19636
train,24306
train,16992
train,38069
train,32420
train,8716
train,13803
train,36056
train,6661
train,33659
train,25596
train,41130
train,20602
train,49097
train,9119
train,35737
train,1282
train,45439
train,44669
train,28389
train,21765
train,7572
train,44305
train,30224
train,33948
train,32274
train,6052
train,32502
train,16990
train,27203
train,3694
train,35638
train,14331
train,1726
train,45877
train,28372
train,32205
train,16975
train,20417
train,14577
train,22522
train,17496
train,42914
train,12572
train,46465
train,39502
train,27550
train,21873
train,46635
train,20370
train,6472
train,20781
train,15955
train,15219
train,7510
train,21746
train,25412
train,44451
train,46367
train,44512
train,36379
train,45904
train,16285
train,1245
train,24248
train,37274
train,8952
train,28246
train,18514
train,35027
train,48588
train,25614
train,5521
train,19904
train,48402
train,45722
train,31984
train,1439
train,9872
train,27634
train,41923
train,33046
train,31965
train,45787
train,14974
train,4174
train,7224
train,34570
train,983
train,9605
train,41993
train,45164
train,46193
train,6892
train,33113
train,6467
train,23580
train,23836
train,11519
train,22786
train,11098
train,24752
train,37034
train,11264
train,25222
train,13109
train,33123
train,35531
train,29882
train,24398
train,26802
train,44049
train,36344
train,8563
train,13832
train,19755
train,20877
train,38051
train,35720
train,36572
train,41704
train,1230
train,41041
train,10865
train,4984
train,13970
train,23996
train,13225
train,6289
train,20120
train,14975
train,24644
train,24767
train,14720
train,45746
train,27477
train,27146
train,2810
train,4939
train,45171
train,47452
train,48712
train,14060
train,21144
train,28049
train,27476
train,34927
train,9202
train,1339
train,3178
train,32440
train,4917
train,22543
train,1133
train,23366
train,634
train,38454
train,989
train,39196
train,10822
train,27879
train,16262
train,39958
train,16769
train,26211
train,1483
train,5469
train,7830
train,32656
train,37517
train,9541
train,2072
train,9904
train,17970
train,11027
train,41158
train,15115
train,24963
train,5002
train,24354
train,48742
train,45734
train,21745
train,34612
train,5702
train,23545
train,22844
train,7410
train,7582
train,40538
train,2786
train,556
train,12784
train,42100
train,34555
train,1465
train,29313
train,32358
train,46874
train,23577
train,7868
train,46488
train,19955
train,26488
train,19049
train,38423
train,4231
train,32219
train,12676
train,35026
train,28375
train,8433
train,19855
train,5868
train,48818
train,29941
train,21616
train,5283
train,30090
train,26672
train,11446
train,26398
train,15704
train,9283
train,46269
train,6283
train,1331
train,5783
train,18602
train,13332
train,27351
train,6649
train,45064
train,8282
train,46322
train,25430
train,6455
train,41452
train,35104
train,18303
train,34195
train,12348
train,36361
train,27792
train,30970
train,437
train,17702
train,47427
train,30129
train,49732
train,16610
train,555
train,30303
train,23124
train,47669
train,26043
train,28267
train,12819
train,37489
train,26202
train,25424
train,7517
train,45681
train,48730
train,28445
train,21342
train,35983
train,41925
train,23000
train,1563
train,14612
train,17896
train,823
train,14377
train,41110
train,40896
train,17
train,19450
train,19090
train,50103
train,1636
train,26885
train,12217
train,22632
train,43915
train,10666
train,31133
train,8336
train,30218
train,50389
train,42817
train,4655
train,6614
train,42319
train,31107
train,11805
train,39951
train,40996
train,21068
train,44770
train,44288
train,45134
train,4372
train,34845
train,30231
train,16117
train,44995
train,48633
train,25949
train,4627
train,33799
train,50784
train,25698
train,33349
train,6392
train,23317
train,18350
train,6124
train,14578
train,45319
train,14201
train,14962
train,25010
train,32044
train,49533
train,7345
train,25040
train,2763
train,27441
train,11476
train,32840
train,4595
train,33912
train,41119
train,22357
train,40570
train,5465
train,32883
train,39704
train,16143
train,43186
train,4977
train,7358
train,16418
train,13014
train,41257
train,14522
train,44081
train,40942
train,47233
train,25269
train,10203
train,461
train,2831
train,1619
train,6074
train,31423
train,49111
train,37461
train,29685
train,21305
train,44385
train,26284
train,38712
train,34690
train,46681
train,29988
train,48504
train,4242
train,48289
train,42196
train,19
train,49944
train,38
train,37341
train,27577
train,9364
train,16331
train,6137
train,33826
train,6394
train,41544
train,22791
train,2781
train,41922
train,47819
train,20509
train,28214
train,22616
train,16242
train,50643
train,30099
train,23169
train,18449
train,31954
train,45848
train,34697
train,50778
train,4428
train,3272
train,18826
train,2798
train,2877
train,14559
train,39713
train,42014
train,2264
train,45770
train,25347
train,14876
train,31438
train,50372
train,26928
train,420
train,43301
train,29617
train,5479
train,5211
train,9444
train,34959
train,11558
train,12405
train,9671
train,915
train,10202
train,12521
train,46453
train,16397
train,9922
train,40870
train,50133
train,24405
train,34648
train,43509
train,23651
train,46558
train,5864
train,3994
train,8075
train,22464
train,45352
train,45135
train,31548
train,10413
train,34541
train,18474
train,35257
train,22847
train,50698
train,45178
train,26890
train,19138
train,50397
train,30682
train,40957
train,10999
train,877
train,39074
train,5500
train,32231
train,14664
train,25775
train,31977
train,35673
train,33112
train,46119
train,26353
train,26663
train,43849
train,21832
train,9724
train,17695
train,878
train,11136
train,44091
train,343
train,22627
train,3251
train,43775
train,32616
train,21012
train,13818
train,43659
train,37649
train,50495
train,45868
train,47184
train,6524
train,25684
train,40947
train,2757
train,24103
train,14456
train,32285
train,29217
train,16692
train,17576
train,24031
train,36167
train,46555
train,43122
train,20993
train,22618
train,40796
train,34495
train,7562
train,3035
train,16295
train,37367
train,28814
train,10109
train,22219
train,48640
train,48054
train,48354
train,24196
train,20336
train,25769
train,3087
train,29261
train,47094
train,4575
train,50117
train,42830
train,39348
train,48911
train,48764
train,21988
train,11517
train,2419
train,47928
train,31223
train,11087
train,8667
train,5253
train,16235
train,20341
train,4286
train,10272
train,26106
train,19563
train,4183
train,22306
train,6309
train,1310
train,7850
train,48904
train,29932
train,22417
train,12468
train,46392
train,18470
train,19838
train,7544
train,38779
train,6801
train,45151
train,48981
train,21096
train,14786
train,21631
train,32041
train,46813
train,7915
train,33786
train,17308
train,36974
train,34338
train,15637
train,15218
train,39981
train,48919
train,16210
train,11513
train,43157
train,22258
train,31925
train,12392
train,35507
train,39701
train,17884
train,23033
train,21287
train,24291
train,28371
train,14701
train,38076
train,16230
train,8933
train,13591
train,34037
train,7677
train,35155
train,33818
train,6434
train,3717
train,27139
train,10952
train,40390
train,11764
train,24911
train,34292
train,12776
train,37732
train,22621
train,13245
train,30407
train,16784
train,16087
train,41096
train,2462
train,19770
train,22432
train,8543
train,8010
train,34910
train,16206
train,12256
train,37329
train,43253
train,7083
train,36175
train,25734
train,26994
train,2837
train,21425
train,12966
train,5170
train,35213
train,2204
train,2434
train,20201
train,27349
train,42053
train,46165
train,20044
train,17146
train,14865
train,6918
train,45150
train,35624
train,1649
train,27004
train,40168
train,4773
train,47481
train,47432
train,521
train,1330
train,37541
train,35798
train,32320
train,37028
train,2891
train,40034
train,22147
train,18972
train,23008
train,29498
train,8102
train,7021
train,20050
train,37127
train,18896
train,22100
train,12126
train,4724
train,34944
train,39309
train,40365
train,30858
train,36736
train,29044
train,19335
train,6762
train,23704
train,21102
train,11740
train,28157
train,23828
train,42759
train,49991
train,43814
train,43235
train,41822
train,29578
train,732
train,50470
train,21282
