set,unit_id
train,155386
train,79886
train,75164
train,125084
train,82400
train,109944
train,70754
train,77638
train,123469
train,167552
train,25265
train,144230
train,74765
train,81088
train,154253
train,178532
train,143500
train,139369
train,23768
train,174801
train,24041
train,149705
train,125256
train,74729
train,176167
train,76754
train,79086
train,99704
train,159251
train,21769
train,100825
train,81728
train,186087
train,154490
train,70805
train,143919
train,111807
train,25890
train,26379
train,82703
train,111251
train,174446
train,71480
train,109975
train,186126
train,79377
train,80122
train,74656
train,109038
train,110879
train,186205
train,22441
train,72016
train,172983
train,98448
train,80365
train,144119
train,139765
train,178067
train,139752
train,82505
train,110007
train,82226
train,99903
train,112163
train,98955
train,109610
train,26775
train,87089
train,23260
train,76285
train,103716
train,23686
train,176465
train,174877
train,80095
train,124699
train,79262
train,184342
train,183166
train,21238
train,177598
train,72209
train,154579
train,74096
train,98943
train,71893
train,179898
train,23505
train,179167
train,71153
train,104153
train,23032
train,175351
train,74396
train,74007
train,143600
train,22489
train,122909
train,143810
train,71021
train,173425
train,76648
train,181432
train,176232
train,159412
train,70314
train,21775
train,81474
train,173946
train,182518
train,122359
train,103901
train,78751
train,185679
train,82554
train,139325
train,110646
train,176474
train,183271
train,79822
train,25290
train,139658
train,123284
train,109327
train,79266
train,178901
train,100881
train,154243
train,74795
train,73292
train,186260
train,103798
train,123506
train,125572
train,159008
train,75110
train,80187
train,112402
train,82615
train,174834
train,82527
train,143974
train,155342
train,149730
train,159125
train,81549
train,180366
train,184099
train,99523
train,98403
train,81470
train,178034
train,87014
train,81069
train,158902
train,139324
train,175050
train,22964
train,75215
train,184341
train,110855
train,154930
train,184879
train,155142
train,86508
train,177247
train,103731
train,75869
train,23276
train,75584
train,75788
train,71012
train,184638
train,23263
train,109582
train,74123
train,181838
train,110544
train,22695
train,108843
train,143322
train,26837
train,110062
train,123185
train,181809
train,176721
train,182540
train,176223
train,167968
train,79667
train,111788
train,22216
train,122765
train,179821
train,71299
train,82899
train,74926
train,23001
train,100355
train,23427
train,123168
train,26594
train,75603
train,184085
train,78459
train,122435
train,159376
train,122822
train,180957
train,168501
train,111138
train,74780
train,111518
train,73906
train,79790
train,124815
train,122595
train,99530
train,87408
train,122463
train,78360
train,23890
train,81760
train,110535
train,79449
train,111072
train,183556
train,112091
train,179884
train,183431
train,180759
train,98288
train,80336
train,180076
train,77500
train,124839
train,154264
train,79900
train,79718
train,76198
train,26826
train,26746
train,22584
train,144038
train,70455
train,109928
train,176994
train,175830
train,154700
train,176687
train,111079
train,109090
train,24402
train,176321
train,180754
train,180348
train,111916
train,109446
train,155276
train,172781
train,186178
train,21746
train,183482
train,174351
train,25078
train,139786
train,181328
train,76696
train,178829
train,100357
train,77515
train,76129
train,72705
train,77142
train,159788
train,23698
train,71822
train,172798
train,109646
train,111963
train,26138
train,177042
train,185785
train,185219
train,73469
train,25520
train,21060
train,73485
train,176380
train,109381
train,125299
train,109800
train,168578
train,75593
train,25494
train,78222
train,175212
train,98637
train,168621
train,76683
train,76033
train,180293
train,26760
train,182075
train,21600
train,75034
train,186107
train,25067
train,183076
train,79829
train,26013
train,76229
train,139536
train,175900
train,181722
train,183665
train,181501
train,24074
train,176436
train,23327
train,71604
train,21113
train,75066
train,87265
train,109106
train,73520
train,71265
train,98421
train,144132
train,149714
train,23510
train,110000
train,24813
train,123677
train,87027
train,110698
train,25955
train,78486
train,26517
train,71078
train,155117
train,100346
train,124248
train,26428
train,26164
train,178265
train,167748
train,180477
train,72817
train,23332
train,98238
train,100772
train,112369
train,180633
train,143878
train,112134
train,104171
train,77449
train,172964
train,124773
train,109229
train,139504
train,184381
train,173157
train,178120
train,174764
train,185651
train,80668
train,103834
train,22855
train,75303
train,80823
train,81932
train,78710
train,82484
train,143686
train,98636
train,103949
train,25718
train,185961
train,182439
train,26797
train,26270
train,22008
train,87123
train,185818
train,23069
train,25872
train,100370
train,174829
train,75719
train,73046
train,80555
train,73443
train,139383
train,75223
train,184074
train,87248
train,168068
train,178637
train,78419
train,124501
train,122807
train,146204
train,186076
train,174347
train,71186
train,81778
train,73323
train,109810
train,125550
train,109071
train,180145
train,77249
train,103693
train,79455
train,184808
train,173567
train,139233
train,73174
train,75812
train,77212
train,179638
train,123071
train,99159
train,178289
train,76482
train,80648
train,167571
train,122790
train,21392
train,82482
train,179477
train,176816
train,181414
train,99978
train,111199
train,183769
train,80866
train,82063
train,25487
train,77173
train,103810
train,80696
train,124703
train,180950
train,81264
train,87015
train,112368
train,180534
train,173577
train,123086
train,73614
train,182938
train,25419
train,180787
train,21169
train,73338
train,21692
train,75006
train,123736
train,101147
train,21031
train,125323
train,125529
train,74862
train,79582
train,176673
train,179910
train,181631
train,124603
train,177991
train,168824
train,78489
train,183725
train,72188
train,78725
train,75562
train,183700
train,74175
train,185068
train,74269
train,82394
train,172725
train,124585
train,124371
train,73037
train,81003
train,22997
train,25340
train,186282
train,21354
train,81328
train,23090
train,76215
train,99037
train,79585
train,110738
train,180190
train,71457
train,21098
train,112073
train,75378
train,123094
train,71167
train,175976
train,179858
train,109618
train,80496
train,123487
train,80306
train,180058
train,182418
train,72375
train,175735
train,24649
train,74817
train,178476
train,149788
train,78893
train,183187
train,110552
train,72779
train,26304
train,184749
train,123043
train,110805
train,26617
train,110490
train,168680
train,72655
train,26030
train,168296
train,110721
train,72641
train,75222
train,73560
train,22991
train,82867
train,22646
train,24241
train,124503
train,123241
train,98921
train,178507
train,185385
train,75156
train,109344
train,81226
train,159603
train,24457
train,104015
train,77631
train,99766
train,186124
train,80089
train,139706
train,183081
train,184159
train,177155
train,176680
train,173754
train,80665
train,180865
train,77657
train,179057
train,124741
train,81419
train,21871
train,173576
train,21211
train,108802
train,175529
train,71434
train,154583
train,172845
train,73118
train,154348
train,74144
train,79625
train,22337
train,26556
train,112298
train,181360
train,87445
train,176129
train,174818
train,76270
train,110217
train,180339
train,183711
train,181994
train,112213
train,168907
train,110609
train,99215
train,155432
train,112351
train,184832
train,23789
train,123540
train,174195
train,79529
train,176013
train,174245
train,71725
train,174448
train,178708
train,168408
train,25190
train,78716
train,182506
train,179203
train,186256
train,22852
train,175336
train,177153
train,168869
train,82391
train,178695
train,77308
train,125570
train,174123
train,186232
train,100814
train,71512
train,185145
train,82105
train,25160
train,123343
train,79689
train,73836
train,70329
train,167905
train,175870
train,110325
train,77857
train,74276
train,22054
train,22745
train,82393
train,181916
train,70434
train,100876
train,158963
train,181988
train,103717
train,123064
train,182106
train,81051
train,22214
train,180564
train,77030
train,186371
train,25458
train,75809
train,25471
train,146120
train,146051
train,168206
train,167629
train,70694
train,21081
train,109806
train,26443
train,185411
train,76747
train,24180
train,112309
train,75793
train,123036
train,179257
train,182958
train,180423
train,181014
train,74224
train,181732
train,100432
train,98303
train,183483
train,82572
train,80081
train,122962
train,81886
train,100860
train,77106
train,75698
train,77268
train,86522
train,100505
train,175748
train,172953
train,80480
train,111498
train,183306
train,71935
train,139607
train,26724
train,182869
train,80131
train,177887
train,78694
train,72800
train,173849
train,174066
train,100635
train,79480
train,172750
train,72717
train,71117
train,178776
train,81774
train,82405
train,109861
train,143767
train,139517
train,110519
train,25771
train,72849
train,74685
train,184990
train,71733
train,167584
train,184481
train,182587
train,86893
train,81384
train,80883
train,71968
train,123216
train,111812
train,159581
train,109027
train,177338
train,180070
train,109162
train,124696
train,179074
train,109295
train,72728
train,176964
train,179194
train,21047
train,23146
train,101197
train,103873
train,186369
train,174839
train,186288
train,184101
train,177501
train,168476
train,154287
train,111464
train,74114
train,74296
train,80766
train,111706
train,100651
train,78636
train,168377
train,25187
train,24878
train,109553
train,125016
train,179439
train,80296
train,75335
train,80893
train,168243
train,122928
train,123169
train,143840
train,122529
train,182922
train,70817
train,111137
train,183965
train,175059
train,174988
